,APP.ID,Date.M2M.Approved,Date.Announced,CIA,Grant.Type,Sub.Type,Simplified.Title,Admin.Institution,State,X2014,X2015,X2016,X2017,X2018,X2019,TOTAL,Broad.Research.Area,FOR.Category,Field.of.Research,Research.KW.1,Research.KW.1.1,Research.KW.1.2,Research.KW.1.3,Research.KW.1.4,RESEARCH_KW_4,RESEARCH_KW_5,NA.,NA..1,NA..2,NA..3,NA..4,NA..5,NA..6,NA..7,NA..8,NA..9,NA..10,NA..11,NA..12,NA..13,NA..14,NA..15,NA..16,NA..17,NA..18,NA..19,NA..20,NA..21,NA..22,NA..23,NA..24,NA..25,NA..26,NA..27,NA..28,NA..29,NA..30,NA..31,NA..32,NA..33,NA..34,NA..35,NA..36,NA..37,NA..38,NA..39,NA..40,NA..41,NA..42,NA..43,NA..44,NA..45,NA..46,NA..47,NA..48,NA..49,NA..50,NA..51,NA..52,NA..53,NA..54,NA..55,NA..56,NA..57,NA..58,NA..59,NA..60,NA..61,NA..62,NA..63,NA..64,NA..65,NA..66,NA..67,NA..68,NA..69,NA..70,NA..71,NA..72,NA..73,NA..74,NA..75,NA..76,NA..77,NA..78,NA..79,NA..80,NA..81,NA..82,NA..83,NA..84,NA..85,NA..86,NA..87,NA..88,NA..89,NA..90,NA..91,NA..92,NA..93,NA..94,NA..95,NA..96,NA..97,NA..98,NA..99,NA..100,NA..101,NA..102,NA..103,NA..104,NA..105,NA..106,NA..107,NA..108,NA..109,NA..110,NA..111,NA..112,NA..113,NA..114,NA..115,NA..116,NA..117,NA..118,NA..119,NA..120,NA..121,NA..122,NA..123,NA..124,NA..125,NA..126,NA..127
766,1086754,2014-10-09,2014-10-17,Dr Maya Kansara,NHMRC Project Grants,Standard Project Grant,Targeting the PD-1 pathway in osteosarcoma,Garvan Institute of Medical Research,NSW,NA,171815,227824,227824,NA,NA,627462.5,Clinical Medicine and Science,ONCOLOGY AND CARCINOGENESIS,Molecular Targets,osteosarcoma,solid tumours,translational research,targeted therapy,anticancer drug action,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
767,1086770,2014-10-09,2014-10-17,Dr Keisuke Horikawa,NHMRC Project Grants,Standard Project Grant,Consequences of MYD88 mutations commonly found in human B cell malignancies,Australian National University,ACT,NA,127359,127359,173369,NA,NA,428086.5,Basic Science,ONCOLOGY AND CARCINOGENESIS,Haematological Tumours,lymphoma,oncogenesis,somatic mutation,signalling pathways,Toll-like receptors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
768,1086774,2014-10-09,2014-10-17,Dr Susan Rees,NHMRC Project Grants,Standard Project Grant,Identifying specific risk factors for intimate partner violence amongst women refugees during and after pregnancy: associations with mental health and capacity for resettlement.,University of New South Wales,NSW,NA,321194,321194,163097,NA,NA,805485,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Mental Health,women's health,refugee health,traumatic stress,social and cultural issues,social determinants of health,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
769,1086786,2014-10-09,2014-10-17,Prof Matthew Cooper,NHMRC Project Grants,Standard Project Grant,Inhibitors of NLRP3 activation for treatment of inflammatory CNS diseases,University of Queensland,QLD,NA,306537,374439,310086,NA,NA,991061.65,Clinical Medicine and Science,MEDICINAL AND BIOMOLECULAR CHEMISTRY,Biologically Active Molecules,inflammation,medicinal chemistry,central nervous system (CNS) diseases,innate immunity,drug discovery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
770,1086796,2014-10-09,2014-10-17,Dr Peter Psaltis,NHMRC Project Grants,New Investigator Grant,A study of the origins of macrophages in healthy and atherosclerotic vasculature focusing on a novel population of resident adventitial macrophage progenitor cells (AMPCs),South Australian Health and Medical Research Institute (SAHMRI),SA,NA,158709,158709,133709,NA,NA,451125.5,Basic Science,CARDIOVASCULAR MEDICINE AND HAEMATOLOGY,Cardiology (incl. Cardiovascular Diseases),atherosclerosis,vascular remodelling,macrophages,progenitor cells,vascular development,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
771,1086804,2014-10-09,2014-10-17,Dr Daina Sturnieks,NHMRC Project Grants,Standard Project Grant,A randomised controlled trial of cognitive-only and cognitive-motor training to prevent falls in older people: understanding physical, neuropsychological and neural mechanisms,University of New South Wales,NSW,NA,314717,354876,349876,339876,199071,1558415,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Preventive Medicine,accidental falls,balance,exercise training,cognitive therapy,brain function,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
772,1086817,2014-10-09,2014-10-17,A/Pr Grigori Rychkov,NHMRC Project Grants,Standard Project Grant,The role of TRPM2 channels in oxidative stress-induced liver damage,University of Adelaide,SA,NA,196144,181144,181144,NA,NA,558432.6,Basic Science,MEDICAL PHYSIOLOGY,Cell Physiology,calcium channels,oxidative damage,liver injury,patch clamp,calcium imaging,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
773,1086850,2014-10-09,2014-10-17,Prof David James,NHMRC Project Grants,Standard Project Grant,Metabolic wiring in adipocytes - unique role in maintaining long-term health,University of Sydney,NSW,NA,227825,280728,263835,263835,NA,1036221.5,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Cell Metabolism,adipocytes,metabolism,insulin signalling,insulin resistance,phosphorylation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
774,1086851,2014-10-09,2014-10-17,Prof David James,NHMRC Project Grants,Standard Project Grant,Defining factors that contribute to individual diversity in the diet-health axis,University of Sydney,NSW,NA,299714,339714,389714,284714,284714,1598568.5,Basic Science,MEDICAL PHYSIOLOGY,Systems Physiology,gene-environment interaction,dietary macronutrients,Drosophila melanogaster,insulin sensitivity,longevity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
775,1086855,2014-10-09,2014-10-17,Prof Rick Richardson,NHMRC Project Grants,Standard Project Grant,A window of vulnerability: Impaired fear inhibition in adolescent rats,University of New South Wales,NSW,NA,80805,80805,161271,NA,NA,322881,Basic Science,PSYCHOLOGY,Biological Psychology (Neuropsychology, Psychopharmacology, Physiological Psychology),extinction,fear,adolescence,learning,neuroscience,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
776,1086865,2014-10-09,2014-10-17,Prof William Tarnow-Mordi,NHMRC Project Grants,Standard Project Grant,Does placental transfusion prevent death and disability in very preterm infants? Childhood follow up in the NHMRC Australian Placental Transfusion Study.,University of Sydney,NSW,NA,222187,159980,219980,252343,NA,854490.35,Clinical Medicine and Science,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Paediatrics,developmental outcomes,disability,transfusion,premature birth,cord blood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
777,1086887,2014-10-09,2014-10-17,A/Pr Julie Atkin,NHMRC Project Grants,Standard Project Grant,Disruption to intracellular trafficking as a central pathogenic mechanism in amyotrophic lateral sclerosis (ALS),Macquarie University,NSW,NA,189718,189718,204718,80000,NA,664154,Basic Science,NEUROSCIENCES,Neurology and Neuromuscular Diseases,motor neuron disease (MND),ageing,microtubules,apoptosis of neurons,trafficking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
778,1086952,2014-10-09,2014-10-17,Dr Claire Waddington,NHMRC Project Grants,Standard Project Grant,Optimising rotavirus vaccine effectiveness in Aboriginal children: a double blinded randomised trial of rotavirus vaccine given to infants 6 to 12 months old.,University of Western Australia,WA,NA,643778,816998,341741,265764,265037,2333317.5,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Aboriginal and Torres Strait Islander Health,Aboriginal health,diarrhoeal disease,vaccine strategy,randomised controlled trial (RCT),rotavirus infection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
779,1087006,2014-10-09,2014-10-17,A/Pr Stanley Luchters,NHMRC Project Grants,Standard Project Grant,Reducing unintended pregnancies among female sex workers in Kenya using mHealth: a cluster randomised trial, Macfarlane Burnet Institute for Medical Research and Public Health,VIC,NA,195622,280535,230535,NA,NA,706692.35,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Health Promotion,family planning,women's health,health promotion,prostitution,randomised controlled trial (RCT),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
780,1087045,2014-10-09,2014-10-17,Dr James McAuley,NHMRC Project Grants,Standard Project Grant,Resolve: A new treatment - sensorimotor retaining with Explaining pain - for chronic low back pain.,University of New South Wales,NSW,NA,232270,314343,314343,108897,NA,969852.4,Clinical Medicine and Science,OTHER MEDICAL AND HEALTH SCIENCES,Medical and Health Sciences not elsewhere classified,pain management,physiotherapy management,chronic back pain,randomised controlled trial (RCT),primary care,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
781,1087125,2014-10-09,2014-10-17,Prof Grant Ramm,NHMRC Project Grants,Standard Project Grant,Cellular cross-talk between liver progenitor cells and hepatic stellate cells is required for hepatic fibrogenesis,Queensland Institute of Medical Research,QLD,NA,199718,199718,199718,NA,NA,599154,Clinical Medicine and Science,CLINICAL SCIENCES,Gastroenterology and Hepatology,hepatic fibrosis,hepatic stellate cells,progenitor cells,cell differentiation,chemokines,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
782,1087192,2014-10-09,2014-10-17,Prof Katherine Conigrave,NHMRC Project Grants,Standard Project Grant,Better methods to collect self-report data on alcohol use behaviours from Aboriginal and Torres Strait Islander Australians,University of Sydney,NSW,NA,296338,561859,416598,616182,218639,2109615,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Aboriginal and Torres Strait Islander Health,indigenous health,alcohol consumption,questionnaire design,population health,preventive health,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
783,1087200,2014-10-09,2014-10-17,A/Pr Peter Richmond,NHMRC Project Grants,Standard Project Grant,Comparing pneumococcal vaccines in a high risk population: a randomised controlled trial of immunogenicity, safety and impact on carriage of pneumococcal conjugate and polysaccharide vaccines in infants in Papua New Guinea,University of Western Australia,WA,NA,299829,379653,330129,NA,NA,1009610.5,Clinical Medicine and Science,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Paediatrics,pneumococcal vaccination,immunisation,infant,humoral immunity,carriage rates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
784,1087224,2014-10-09,2014-10-17,Prof Nigel Lovell,NHMRC Project Grants,Standard Project Grant,Selective activation of retinal networks in response to high frequency electrical stimulation: a computational modelling, in vitro and in vivo study,University of New South Wales,NSW,NA,204718,189718,194718,209718,117359,916231,Basic Science,BIOMEDICAL ENGINEERING,Biomedical Engineering nec,neuroscience,prosthetic design,electrophysiology,retinal ganglion cell,vision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
785,1087248,2014-10-09,2014-10-17,Prof Michael Murray,NHMRC Project Grants,Standard Project Grant,Development of novel anti-cancer agents based on cytochrome P450-mediated epoxides of  omega-3 fatty acids,University of Sydney,NSW,NA,255898,255898,219718,183539,NA,915051.5,Basic Science,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES,Pharmaceutical Sciences,lipid metabolism,medicinal chemistry,signalling pathways,cytochrome P450,drug development,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
786,1087271,2014-10-09,2014-10-17,A/Pr Hong Zhou,NHMRC Project Grants,Standard Project Grant,Are Chondrocytes the Target Cells of Glucocorticoid Therapy in Autoimmune Arthritis?,ANZAC Research Institute,NSW,NA,174167,174167,179167,NA,NA,527499.8,Basic Science,OTHER MEDICAL AND HEALTH SCIENCES,Medical and Health Sciences not elsewhere classified,glucocorticoids,chondrocytes,arthritis,cartilage,joint disease,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
787,1087290,2014-10-09,2014-10-17,Prof Cuie Wen,NHMRC Project Grants,Standard Project Grant,Novel biocompatible nickel-free shape memory alloy scaffolds for biomedical applications,Swinburne University of Technology,VIC,NA,139595,185774,185774,NA,NA,511143.7,Clinical Medicine and Science,BIOMEDICAL ENGINEERING,Biomaterials,bone graft,orthopaedic surgery,biomaterials,mechanical properties,implants,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
