ApplicationId,Title,Name,Gender,CareerStage,GrantType,isSalaryGrant,GrantSubType,Institution,State,BroadArea,Category,FoR,TotalAmount,GrantLength
1092170,Dr,Fabian Buske,male,Early Career,Early Career Fellowships (Australia),TRUE,Peter Doherty Biomedical ECF,Garvan Institute of Medical Research,NSW,Basic Science,GENETICS,Epigenetics (incl. Genome Methylation and Epigenomics),309436,4
1092183,Dr,Bridie Scott-Parker,female,Early Career,Early Career Fellowships (Australia),TRUE,Public Health (Australia) ECF,University of the Sunshine Coast,QLD,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Public Health and Health Services not elsewhere classified,309436,4
1092191,Dr,Alison Care,female,Early Career,Early Career Fellowships (Overseas),TRUE,CJ Martin Biomedical ECF,University of Adelaide,SA,Basic Science,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Obstetrics and Gynaecology,330948,4
1092264,Dr,Rebecca Vanders,female,Early Career,Early Career Fellowships (Australia),TRUE,Peter Doherty Biomedical ECF,University of Newcastle,NSW,Clinical Medicine and Science,IMMUNOLOGY,Cellular Immunology,309436,4
1092266,Dr,Judi Porter,female,Early Career,Translating Research into Practice Fellowships,TRUE,TRIP Fellowship,Monash University,VIC,Health Services,NUTRITION AND DIETICS,Nutrition and Dietetics not elsewhere classified,172911,2
1092280,Dr,Anja Knaupp,female,Early Career,Early Career Fellowships (Australia),TRUE,Peter Doherty Biomedical ECF,Monash University,VIC,Basic Science,MEDICAL BIOTECHNOLOGY,Regenerative Medicine (incl. Stem Cells and Tissue Engineering),309436,4
1092440,Dr,Annie Quan,female,Early Career,Early Career Fellowships (Australia),TRUE,Peter Doherty Biomedical ECF,Children's Medical Research Institute,NSW,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Cell Neurochemistry,309436,4
1092451,Mr,Mitchell Sullivan,male,Early Career,Early Career Fellowships (Overseas),TRUE,CJ Martin Biomedical ECF,University of Queensland,QLD,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Cell Metabolism,374986,4
1092499,A/Pr,Kate Curtis,female,Senior,NHMRC Partnerships,FALSE,Partnership Project for Better Health,University of Sydney,NSW,Health Services,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Paediatrics,501694,6
1092503,A/Pr,Rebecca Guy,female,Senior,NHMRC Partnerships,FALSE,Partnership Project for Better Health,University of New South Wales,NSW,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Preventive Medicine,1406911,6
1092508,Ms,Merran Findlay,female,Early Career,Translating Research into Practice Fellowships,TRUE,TRIP Fellowship,Sydney Local Health Network,NSW,Health Services,NUTRITION AND DIETICS,Nutrition and Dietetics not elsewhere classified,172911,2
1092547,Prof,Andrew Lloyd,male,Senior,NHMRC Partnerships,FALSE,Partnership Project for Better Health,University of New South Wales,NSW,Public Health,CLINICAL SCIENCES,Infectious Diseases,1495101,6
1092560,Ms,Fenella Gill,female,Early Career,Translating Research into Practice Fellowships,TRUE,TRIP Fellowship,Curtin University of Technology,WA,Health Services,NURSING,Clinical Nursing: Secondary (Acute Care),172911,2
1092576,Dr,Jaquelyne Hughes,female,Early Career,Early Career Fellowships (Australia),TRUE,Australian Clincal Research ECF,Menzies School of Health Research,NT,Clinical Medicine and Science,CLINICAL SCIENCES,Nephrology and Urology,369436,4
1092616,Dr,Huachun Zou,NA,Early Career,International Exchange Early Career Fellowships,TRUE,Australia-China Exchange ECF, Macfarlane Burnet Institute for Medical Research and Public Health,VIC,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Public Health and Health Services not elsewhere classified,154718,2
1092674,Prof,Emily Banks,female,Senior,NHMRC Partnerships,FALSE,Partnership Project for Better Health,Australian National University,ACT,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,527968,5
1092680,Ms,Kristin Carson,female,Early Career,Translating Research into Practice Fellowships,TRUE,TRIP Fellowship,University of Adelaide,SA,Health Services,PUBLIC HEALTH AND HEALTH SERVICES,Aboriginal and Torres Strait Islander Health,172911,2
1092852,Prof,Andrew Grulich,male,Senior,NHMRC Partnerships,FALSE,Partnership Project for Better Health,University of New South Wales,NSW,Health Services,PUBLIC HEALTH AND HEALTH SERVICES,Preventive Medicine,1039488,6
1092933,Dr,Marie Bismark,female,Senior,NHMRC Partnerships,FALSE,Partnership Project for Better Health,University of Melbourne,VIC,Health Services,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,267485,4
9000220,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Independent MRI Infrastructure Grant,Walter and Eliza Hall Institute,VIC,Not Applicable,Not Applicable,Not Applicable,7960829,1
9000221,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Independent MRI Infrastructure Grant,Murdoch Childrens Research Institute,VIC,Not Applicable,Not Applicable,Not Applicable,5600003,1
9000222,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Independent MRI Infrastructure Grant,Baker IDI Heart and Diabetes Institute ,VIC,Not Applicable,Not Applicable,Not Applicable,4875025,1
9000223,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Independent MRI Infrastructure Grant,Queensland Institute of Medical Research,QLD,Not Applicable,Not Applicable,Not Applicable,4211083,1
9000224,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Independent MRI Infrastructure Grant,Garvan Institute of Medical Research,NSW,Not Applicable,Not Applicable,Not Applicable,2768147,1
9000225,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Independent MRI Infrastructure Grant,St Vincent's Institute of Medical Research,VIC,Not Applicable,Not Applicable,Not Applicable,1528971,1
9000226,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Independent MRI Infrastructure Grant,Victor Chang Cardiac Research Institute ,NSW,Not Applicable,Not Applicable,Not Applicable,1144591,1
9000227,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Independent MRI Infrastructure Grant, Macfarlane Burnet Institute for Medical Research and Public Health,VIC,Not Applicable,Not Applicable,Not Applicable,1121941,1
9000228,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Independent MRI Infrastructure Grant,Florey Institute of Neuroscience and Mental Health,VIC,Not Applicable,Not Applicable,Not Applicable,719020,1
9000229,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Independent MRI Infrastructure Grant,Centre for Eye Research Australia ,VIC,Not Applicable,Not Applicable,Not Applicable,614305,1
9000230,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Independent MRI Infrastructure Grant,Cancer Council Victoria,VIC,Not Applicable,Not Applicable,Not Applicable,493754,1
9000231,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Independent MRI Infrastructure Grant,The Sax Institute,NSW,Not Applicable,Not Applicable,Not Applicable,434656,1
9000232,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Independent MRI Infrastructure Grant,The George Institute for Global Health,NSW,Not Applicable,Not Applicable,Not Applicable,299431,1
9000233,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Independent MRI Infrastructure Grant,Ludwig Institute for Cancer Research,VIC,Not Applicable,Not Applicable,Not Applicable,256307,1
9000234,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Independent MRI Infrastructure Grant,South Australian Health and Medical Research Institute (SAHMRI),SA,Not Applicable,Not Applicable,Not Applicable,162226,1
9000235,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Independent MRI Infrastructure Grant,Institute for Breathing and Sleep,VIC,Not Applicable,Not Applicable,Not Applicable,158763,1
9000236,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Independent MRI Infrastructure Grant,Children's Medical Research Institute,NSW,Not Applicable,Not Applicable,Not Applicable,124099,1
9000237,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Independent MRI Infrastructure Grant,Bionics Institute of Australia ,VIC,Not Applicable,Not Applicable,Not Applicable,60051,1
9000238,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Independent MRI Infrastructure Grant,Ear Science Institute Australia,WA,Not Applicable,Not Applicable,Not Applicable,47370,1
9000239,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Independent MRI Infrastructure Grant,Cancer Council Queensland,QLD,Not Applicable,Not Applicable,Not Applicable,38245,1
9000240,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Independent MRI Infrastructure Grant,Centenary Institute of Cancer Medicine and Cell Biology,NSW,Not Applicable,Not Applicable,Not Applicable,33010,1
9000241,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Independent MRI Infrastructure Grant,Austin Medical Research Foundation,VIC,Not Applicable,Not Applicable,Not Applicable,32151,1
9000242,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Independent MRI Infrastructure Grant,Cancer Council NSW,NSW,Not Applicable,Not Applicable,Not Applicable,15472,1
9000243,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Independent MRI Infrastructure Grant,Heart Research Institute,NSW,Not Applicable,Not Applicable,Not Applicable,8011,1
9000244,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Independent MRI Infrastructure Grant,Mater Medical Research Institute, Brisbane,QLD,Not Applicable,Not Applicable,Not Applicable,5553
9000245,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Independent MRI Infrastructure Grant,Howard Florey Institute,VIC,Not Applicable,Not Applicable,Not Applicable,2764,1
9000246,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Equipment Grant,University of Melbourne,VIC,Not Applicable,Not Applicable,Not Applicable,816374,1
9000247,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Equipment Grant,University of Sydney,NSW,Not Applicable,Not Applicable,Not Applicable,737972,1
9000248,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Equipment Grant,Monash University,VIC,Not Applicable,Not Applicable,Not Applicable,699792,1
9000249,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Equipment Grant,University of New South Wales,NSW,Not Applicable,Not Applicable,Not Applicable,528330,1
9000250,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Equipment Grant,University of Queensland,QLD,Not Applicable,Not Applicable,Not Applicable,524104,1
9000251,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Equipment Grant,Walter and Eliza Hall Institute,VIC,Not Applicable,Not Applicable,Not Applicable,298514,1
9000252,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Equipment Grant,University of Western Australia,WA,Not Applicable,Not Applicable,Not Applicable,279357,1
9000253,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Equipment Grant,University of Adelaide,SA,Not Applicable,Not Applicable,Not Applicable,234136,1
9000254,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Equipment Grant,Murdoch Childrens Research Institute,VIC,Not Applicable,Not Applicable,Not Applicable,217377,1
9000255,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Equipment Grant,Baker IDI Heart and Diabetes Institute ,VIC,Not Applicable,Not Applicable,Not Applicable,182638,1
9000256,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Equipment Grant,Queensland Institute of Medical Research,QLD,Not Applicable,Not Applicable,Not Applicable,159666,1
9000257,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Equipment Grant,Australian National University,ACT,Not Applicable,Not Applicable,Not Applicable,118445,1
9000258,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Equipment Grant,University of South Australia,SA,Not Applicable,Not Applicable,Not Applicable,109500,1
9000259,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Equipment Grant,Garvan Institute of Medical Research,NSW,Not Applicable,Not Applicable,Not Applicable,103846,1
9000260,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Equipment Grant,Griffith University,QLD,Not Applicable,Not Applicable,Not Applicable,96737,1
9000261,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Equipment Grant,University of Newcastle,NSW,Not Applicable,Not Applicable,Not Applicable,95240,1
9000262,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Equipment Grant,Menzies School of Health Research,NT,Not Applicable,Not Applicable,Not Applicable,73686,1
9000263,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Equipment Grant,Queensland University of Technology,QLD,Not Applicable,Not Applicable,Not Applicable,71991,1
9000264,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Equipment Grant,Flinders University,SA,Not Applicable,Not Applicable,Not Applicable,59437,1
9000265,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Equipment Grant,Deakin University,VIC,Not Applicable,Not Applicable,Not Applicable,59072,1
9000266,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Equipment Grant,St Vincent's Institute of Medical Research,VIC,Not Applicable,Not Applicable,Not Applicable,57281,1
9000267,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Equipment Grant,University of Tasmania,TAS,Not Applicable,Not Applicable,Not Applicable,48813,1
9000268,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Equipment Grant, Macfarlane Burnet Institute for Medical Research and Public Health,VIC,Not Applicable,Not Applicable,Not Applicable,44839,1
9000269,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Equipment Grant,Victor Chang Cardiac Research Institute ,NSW,Not Applicable,Not Applicable,Not Applicable,42881,1
9000270,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Equipment Grant,Macquarie University,NSW,Not Applicable,Not Applicable,Not Applicable,29198,1
9000271,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Equipment Grant,Florey Institute of Neuroscience and Mental Health,VIC,Not Applicable,Not Applicable,Not Applicable,27374,1
9000272,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Equipment Grant,La Trobe University,VIC,Not Applicable,Not Applicable,Not Applicable,27143,1
9000273,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Equipment Grant,James Cook University,QLD,Not Applicable,Not Applicable,Not Applicable,26094,1
9000274,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Equipment Grant,University of Wollongong,NSW,Not Applicable,Not Applicable,Not Applicable,23566,1
9000275,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Equipment Grant,Centre for Eye Research Australia ,VIC,Not Applicable,Not Applicable,Not Applicable,23014,1
9000276,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Equipment Grant,University of Western Sydney,NSW,Not Applicable,Not Applicable,Not Applicable,19402,1
9000277,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Equipment Grant,Cancer Council Victoria,VIC,Not Applicable,Not Applicable,Not Applicable,18498,1
9000278,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Equipment Grant,Curtin University of Technology,WA,Not Applicable,Not Applicable,Not Applicable,16452,1
9000279,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Equipment Grant,Bond University,QLD,Not Applicable,Not Applicable,Not Applicable,15586,1
9000280,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Equipment Grant,The Sax Institute,NSW,Not Applicable,Not Applicable,Not Applicable,16284,1
9000281,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Equipment Grant,The George Institute for Global Health,NSW,Not Applicable,Not Applicable,Not Applicable,11218,1
9000282,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Equipment Grant,Australian Catholic University,NSW,Not Applicable,Not Applicable,Not Applicable,10985,1
9000283,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Equipment Grant,Ludwig Institute for Cancer Research,VIC,Not Applicable,Not Applicable,Not Applicable,9602,1
9000284,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Equipment Grant,RMIT University,VIC,Not Applicable,Not Applicable,Not Applicable,9530,1
9000285,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Equipment Grant,Edith Cowan University,WA,Not Applicable,Not Applicable,Not Applicable,9336,1
9000286,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Equipment Grant,University of Technology Sydney,NSW,Not Applicable,Not Applicable,Not Applicable,7941,1
9000287,NA,Research Admin Officer,NA,NA,NHMRC Infrastructure Grants,FALSE,Equipment Grant,Swinburne University of Technology,VIC,Not Applicable,Not Applicable,Not Applicable,7171,1
